證券代碼,年月,目前狀態,上市別,TESG評等公告日,採用永續報告書年度,採用永續報告書是否驗證,SASB主產業,SASB子產業,E_取得碳排相關ISO認證,E_加入國際倡議組織,E_認證_能源管理系統,E_發行綠債及永續債佔資產比%(不含金融業),E_GRI_能源管理揭露度,E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,E_認證_環境管理系統,E_GRI_廢棄物管理揭露度,E_GRI_生態影響揭露度,S_GRI_人權及社區關係揭露度,S_認證_資訊安全管理系統,S_GRI_資安及客戶隱私揭露度,S_認證_品質管理系統,S_GRI_員工統計揭露度,S_育嬰留停復職率%(合計),S_育嬰留停留任率%(合計),S_失能風險(三年平均),S_失能揭露,S_認證(職業安全衛生管理系統),S_GRI_員工健康及安全揭露度,S_GRI_員工多元化揭露度,G_GRI_供應鏈管理揭露度,G_GRI_氣候變遷影響揭露度,G_GRI_商業倫理揭露度,G_GRI_競爭行為揭露度,G_GRI_法遵管理揭露度,G_GRI_關鍵事件風險管理揭露度,G_3年內更換會計師事務所_換至非四大,G_3年內有非會計制度變更的財務重編,G_公司治理評鑑等級,G_董事長/總經理遭處分,G_設置永續長,E_score,S_score,G_score,Total_score
2027 大成鋼,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,4,0,4,0,3,5,0,0,4,3,0,0,5,0,2,2,3,3,5,4,4,4,3,3,4,3,0,4,4,4,4,2,4,4,23,35,36,30.68
2028 威致,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,4,5,0,0,4,0,0,2,4,2,0,0,5,0,3,3,3,4,3,0,3,4,3,3,0,0,0,4,4,4,4,2,4,0,21,31,25,24.94
2029 盛餘,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,0,0,0,0,2,0,0,3,4,3,0,3,5,3,3,1,3,4,3,0,3,2,2,2,3,3,4,2,2,4,4,2,4,4,12,32,34,24.92
2030 彰源,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,4,0,0,0,2,0,0,0,5,0,0,0,0,3,4,2,3,3,4,0,4,2,0,3,3,3,0,2,2,4,4,2,4,4,11,25,31,21.7
2031 新光鋼,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,0,0,0,0,0,0,0,0,4,2,0,0,0,4,2,1,4,4,3,0,3,1,2,3,0,3,4,4,0,4,4,3,4,4,6,24,33,20.22
2034 允強,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,11,20,9.95
2035 唐榮,202312,Current ,OTC,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,0,0,0,0,0,0,0,0,4,0,0,4,0,0,2,2,3,3,3,0,0,1,3,3,3,4,4,4,2,4,4,4,4,4,4,21,40,21.21
2059 川湖,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,4,0,0,0,2,0,0,0,5,4,0,0,0,0,4,3,1,1,3,0,0,4,3,4,4,3,0,4,4,4,4,4,4,4,15,19,39,24.64
2063 世鎧,202312,Current ,OTC,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,4,5,4,0,2,0,0,0,4,3,0,0,5,4,2,1,3,1,5,4,4,2,0,3,0,0,0,4,4,4,4,2,4,4,22,31,29,26.77
2065 世豐,202312,Current ,OTC,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,0,0,0,0,4,0,0,4,4,4,0,0,0,0,4,4,4,4,3,0,3,4,4,4,4,4,0,4,4,4,4,2,4,4,16,30,38,27.42
2211 長榮鋼,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,4,5,0,0,4,4,0,0,5,0,0,0,5,4,4,4,1,3,5,4,4,4,0,1,4,0,0,4,4,4,4,3,4,4,22,38,32,29.6
2504 國產,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,建築材料,4,0,0,0,5,0,0,4,4,4,0,0,0,4,2,3,1,1,3,4,3,3,3,4,0,0,0,4,4,4,4,4,4,4,21,27,32,26.46
4754 國碳科,202312,Current ,OTC,20231101,2022,Y,提煉與礦產加工,建築材料,4,0,0,0,3,0,0,0,5,0,0,0,5,0,2,3,4,3,0,4,0,1,3,3,0,0,0,4,4,4,4,2,4,4,12,25,29,21.37
5007 三星,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,0,0,0,0,2,0,0,3,5,3,0,0,0,0,4,2,4,3,3,0,0,2,0,1,3,0,0,2,2,4,4,3,4,4,13,18,27,19.29
5009 榮剛,202312,Current ,OTC,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,0,0,0,0,3,0,0,2,4,2,5,4,0,3,2,2,4,3,3,0,3,2,3,3,3,3,4,2,2,4,4,3,4,4,16,29,36,26.45
5011 久陽,202312,Current ,OTC,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,14,20,10.7
5013 強新,202312,Current ,OTC,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,0,0,0,0,3,0,0,2,4,2,0,0,0,4,4,3,3,3,5,4,0,2,4,1,0,0,0,4,4,4,4,2,4,4,11,32,27,22.01
5538 東明-KY,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,4,0,4,0,2,0,0,4,4,4,0,0,0,4,3,4,3,3,3,0,3,2,3,2,0,4,4,4,4,4,4,2,4,4,22,28,36,28.54
6248 沛波,202312,Current ,OTC,20231101,2022,N,提煉與礦產加工,鋼鐵製造商,0,0,4,0,2,0,0,2,4,2,0,3,0,0,2,1,3,3,5,4,3,1,3,2,0,2,0,2,1,4,4,3,4,4,14,28,26,21.82
6505 台塑化,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,石油和天然氣-精煉與行銷,0,0,0,0,3,0,0,0,4,1,0,0,0,0,2,1,3,3,3,0,0,1,2,1,0,0,0,0,0,4,4,2,4,4,8,15,19,13.71
8349 恒耀,202312,Current ,OTC,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,5,0,4,0,2,0,0,2,4,2,0,0,0,3,3,1,0,3,3,0,3,1,3,2,0,3,4,2,1,4,4,4,4,4,19,20,32,23.93
8415 大國鋼,202312,Current ,OTC,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,4,0,0,0,4,0,0,3,4,3,0,0,0,0,4,4,1,0,3,0,3,3,4,2,0,3,0,4,4,4,4,3,4,4,18,22,32,24.04
8926 台汽電,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,煤炭運營,4,0,0,0,2,5,0,2,4,3,0,0,0,3,2,2,1,3,5,4,4,2,2,3,0,2,4,2,2,4,4,4,4,4,20,28,33,26.68
8927 北基,202312,Current ,OTC,20231101,2022,N,提煉與礦產加工,石油和天然氣-精煉與行銷,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,4,1,4,3,0,0,1,2,2,0,0,0,4,4,4,4,2,4,4,3,23,28,17.0
8931 大汽電,202312,Current ,OTC,20231101,2022,N,提煉與礦產加工,煤炭運營,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,0,1,4,3,4,0,0,4,4,4,4,4,4,4,4,21,35,19.41
8936 國統,202312,Current ,OTC,20231101,2022,Y,提煉與礦產加工,鋼鐵製造商,4,0,4,0,4,0,0,4,4,4,0,4,0,0,0,3,1,4,3,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,24,31,41,31.87
9930 中聯資源,202312,Current ,TSE,20231101,2022,Y,提煉與礦產加工,建築材料,0,0,0,0,5,0,0,4,4,4,5,4,0,4,3,4,3,3,3,0,0,4,4,4,4,4,4,4,4,4,4,2,4,4,22,32,42,31.7
9937 全國,202312,Current ,TSE,20231101,2022,N,提煉與礦產加工,石油和天然氣-精煉與行銷,0,0,0,0,4,0,0,4,4,4,0,0,0,4,3,4,4,3,1,0,4,4,4,4,4,0,0,4,4,4,4,3,4,4,16,31,35,26.59
1301 台塑,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,3,0,0,3,0,3,0,4,0,4,3,4,3,3,3,0,4,2,4,4,0,3,4,5,4,4,4,2,4,4,9,34,38,28.1
1303 南亞,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,4,0,0,4,0,4,0,4,0,0,3,3,4,4,3,0,0,4,3,3,4,0,0,5,4,4,4,4,4,4,12,28,36,26.4
1304 台聚,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,4,0,0,3,0,3,0,5,0,4,2,4,4,3,0,4,0,3,4,4,4,4,0,5,4,4,0,3,4,4,10,33,36,27.3
1305 華夏,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,5,0,0,4,4,4,5,5,0,4,3,4,4,3,1,0,0,4,4,4,4,4,4,5,4,4,4,4,4,4,22,32,45,34.2
1308 亞聚,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,4,0,4,0,4,5,0,4,0,2,0,0,0,4,4,3,4,5,1,4,3,4,4,3,0,0,0,4,4,4,4,2,4,4,23,36,29,29.3
1309 台達化,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,4,5,0,2,4,3,0,4,0,4,2,1,3,3,3,0,0,1,3,3,0,4,0,4,0,4,4,4,4,4,18,24,31,25.0
1310 台苯,202312,Current ,TSE,20231101,2022,N,資源轉化,化學,0,0,0,0,0,5,0,0,4,4,0,0,0,0,3,2,3,3,5,4,4,4,0,2,4,0,0,4,4,4,4,4,4,4,13,28,34,25.9
1312 國喬,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,4,0,4,0,1,0,0,4,0,4,0,4,0,0,4,3,1,0,1,0,0,2,4,4,0,0,0,4,4,4,4,3,4,4,17,19,31,23.2
1313 聯成,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,4,0,0,3,0,3,0,4,0,0,0,3,4,4,0,4,0,4,2,1,4,0,0,4,4,4,4,4,4,4,10,25,33,23.7
1314 中石化,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,4,0,0,0,3,5,0,3,4,3,0,0,0,4,3,3,4,4,3,4,4,3,2,3,4,3,0,4,4,4,4,3,4,4,22,34,37,31.6
1321 大洋,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,4,5,0,4,4,4,0,4,0,0,0,2,4,4,5,4,3,4,0,4,4,0,0,4,4,4,4,4,4,4,21,30,36,29.7
1323 永裕,202312,Current ,TSE,20231101,2022,N,資源轉化,容器與包裝,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,3,3,3,0,0,0,0,1,0,0,0,4,4,4,4,4,4,4,4,12,29,16.4
1326 台化,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,5,0,4,0,4,0,5,4,4,4,0,5,5,0,3,3,3,3,5,4,4,2,4,4,4,4,0,4,4,4,4,2,4,4,30,41,38,36.5
1336 台翰,202312,Current ,OTC,20231101,2022,Y,資源轉化,電氣與電子設備,0,0,0,0,3,0,0,4,0,4,0,5,0,0,3,4,3,3,1,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,11,34,41,29.9
1337 再生-KY,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,4,0,0,2,0,3,5,0,0,0,2,4,4,3,3,0,0,2,3,3,0,4,4,4,4,4,4,4,4,4,14,21,39,26.1
1503 士電,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,0,13,19,11.5
1504 東元,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,4,0,0,0,2,0,0,3,0,3,0,3,5,0,2,2,4,3,3,4,4,1,2,3,3,3,0,2,2,4,4,2,4,4,12,33,31,25.9
1514 亞力,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,0,0,0,0,1,0,0,0,5,0,0,4,0,0,4,1,4,4,3,0,3,2,0,1,0,0,0,2,1,4,4,2,0,4,6,25,18,16.5
1519 華城,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,4,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,3,3,0,3,0,0,0,0,0,0,0,0,4,4,3,4,4,9,15,19,14.8
1531 高林股,202312,Current ,TSE,20231101,2022,N,資源轉化,工業機械與物品,0,0,0,0,2,0,0,2,4,2,5,0,0,3,3,1,3,3,3,0,0,1,2,3,3,3,4,2,1,4,4,4,4,4,15,19,36,24.6
1532 勤美,202312,Current ,TSE,20231101,2022,Y,資源轉化,工業機械與物品,0,0,0,0,2,0,0,2,5,3,0,0,0,3,4,2,3,3,3,0,0,2,2,2,0,3,4,2,2,4,4,2,4,4,12,22,31,22.6
1535 中宇,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,4,5,4,0,4,0,5,2,5,3,0,0,0,4,5,3,3,4,3,0,3,2,4,4,4,4,4,4,4,4,4,2,4,4,32,31,42,35.7
1589 永冠-KY,202312,Current ,TSE,20231101,2022,N,資源轉化,工業機械與物品,4,0,0,0,5,0,0,4,4,4,5,4,5,4,2,4,3,3,3,0,3,4,4,4,4,4,4,4,4,4,4,2,4,4,26,39,42,36.3
1590 亞德客-KY,202312,Current ,TSE,20231101,2021,N,資源轉化,工業機械與物品,0,0,0,0,2,0,0,0,0,2,0,3,0,0,2,1,1,0,3,4,0,1,0,1,3,3,0,2,2,4,4,3,4,4,4,15,30,17.7
1605 華新,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,5,0,4,0,4,0,0,3,4,3,0,4,0,4,2,3,4,4,5,4,4,4,4,3,4,3,4,4,4,4,4,2,4,4,23,42,40,35.5
1608 華榮,202312,Current ,TSE,20231101,2022,N,資源轉化,電氣與電子設備,0,0,0,0,3,0,0,2,4,3,5,4,0,3,0,2,1,3,3,0,3,2,3,3,3,4,4,2,2,4,4,2,4,4,17,24,36,26.7
1609 大亞,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,0,0,0,0,2,0,0,3,4,3,0,0,0,0,2,2,3,3,1,0,3,1,1,3,3,3,0,2,2,4,4,3,0,4,12,16,28,19.6
1612 宏泰,202312,Current ,TSE,20231101,2022,N,資源轉化,電氣與電子設備,0,0,0,0,2,0,0,3,4,3,0,3,0,0,2,2,1,3,5,4,3,2,2,3,0,3,0,2,2,4,4,4,4,4,12,27,30,23.7
1708 東鹼,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,1,0,0,3,0,3,5,4,0,0,2,2,3,3,0,4,0,2,3,3,0,4,4,2,2,4,4,2,4,4,12,23,33,23.7
1709 和益,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,2,0,0,0,4,0,0,0,0,0,2,1,4,1,5,0,0,2,2,1,0,2,0,2,0,4,4,4,4,4,6,17,25,16.9
1710 東聯,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,2,0,0,2,4,2,0,0,0,3,3,2,4,3,5,4,3,2,3,3,3,4,4,2,2,4,4,4,4,4,10,32,38,27.8
1711 永光,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,4,0,4,0,2,0,0,3,4,3,0,0,5,3,4,2,1,4,3,4,4,2,3,3,3,4,4,2,2,4,4,2,4,4,20,35,36,30.9
1712 興農,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,4,5,0,0,0,0,0,0,5,4,0,0,5,4,4,4,3,3,3,0,4,4,2,4,4,0,0,4,4,4,4,3,4,4,18,36,35,30.2
1713 國化,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,4,0,4,0,4,5,0,0,4,4,0,0,5,0,4,4,4,4,5,4,3,4,3,3,4,0,0,4,4,4,4,2,4,4,25,40,33,32.7
1714 和桐,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,4,0,0,3,4,3,0,0,0,4,4,3,3,1,3,4,3,3,4,4,0,3,0,5,4,4,4,2,4,4,14,32,34,27.4
1717 長興,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,0,5,0,0,4,0,0,0,0,0,2,0,1,4,3,0,3,0,0,0,0,0,0,0,0,4,4,4,4,4,9,13,20,14.6
1718 中纖,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,0,0,0,1,0,0,0,2,1,4,4,3,4,4,0,14,23,13.4
1721 三晃,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,4,0,2,0,0,3,4,3,0,0,0,0,3,2,3,3,3,0,4,2,1,2,3,3,0,2,2,4,4,4,4,4,16,21,32,23.9
1722 台肥,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,3,0,0,3,0,3,0,4,0,3,2,2,3,3,3,0,0,2,3,3,3,4,4,2,2,4,4,3,4,4,9,25,37,25.0
1723 中碳,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,4,0,0,0,2,0,0,2,4,2,0,0,0,3,2,2,1,1,3,0,0,2,3,1,3,3,4,2,2,4,4,3,4,4,14,17,34,22.9
1725 元禎,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,0,4,0,0,0,2,0,0,0,0,3,2,3,3,3,0,0,1,2,2,3,2,4,2,2,4,4,4,4,4,6,17,35,20.9
1726 永記,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,4,0,0,0,5,5,0,4,4,4,0,4,0,4,3,4,3,3,5,4,4,4,3,4,4,3,0,4,4,4,4,2,4,4,26,41,37,34.9
1727 中華化,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,4,5,0,0,4,5,0,4,4,4,0,0,0,4,2,4,3,3,3,0,4,4,3,1,4,0,0,0,1,4,4,2,4,4,30,30,24,27.6
1735 日勝化,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,3,0,0,3,0,3,3,3,0,3,3,3,1,3,4,0,0,3,2,3,3,3,3,2,2,4,4,3,4,4,12,25,35,25.1
1742 台蠟,202312,Current ,OTC,20231101,2022,Y,資源轉化,化學,0,0,0,0,1,5,0,2,0,2,0,0,0,3,3,1,2,3,2,0,4,1,2,1,0,2,0,2,0,4,4,4,4,4,10,21,25,19.3
1773 勝一,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,0,0,0,0,4,5,0,4,4,4,5,5,0,4,3,4,4,3,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,26,32,44,35.0
1776 展宇,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,4,0,0,0,4,5,0,4,0,3,0,4,0,4,4,3,3,3,2,0,4,4,4,4,0,3,4,4,4,4,4,3,4,4,20,35,38,31.7
1904 正隆,202312,Current ,TSE,20231101,2022,Y,資源轉化,容器與包裝,0,0,0,0,2,0,0,2,4,2,0,3,0,0,3,1,2,3,4,0,4,1,3,3,3,2,0,0,1,4,4,3,4,4,10,24,28,21.4
2049 上銀,202312,Current ,TSE,20231101,2022,Y,資源轉化,工業機械與物品,4,0,0,0,4,0,0,0,4,3,0,0,0,0,4,4,4,3,5,5,3,4,4,2,0,4,4,4,4,4,4,4,4,4,15,36,38,30.5
2103 台橡,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,4,0,5,0,2,3,0,0,4,0,0,0,0,0,4,1,3,1,5,5,3,3,0,1,0,0,0,4,4,4,4,4,4,4,18,25,29,24.5
2104 國際中橡,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,4,0,5,0,4,0,0,3,4,3,0,4,5,0,2,3,3,1,2,0,3,3,3,3,3,0,3,2,2,4,4,4,4,0,23,29,29,27.2
2107 厚生,202312,Current ,TSE,20231101,2022,N,資源轉化,化學,0,0,0,0,1,0,0,0,4,0,0,0,0,0,4,1,2,3,4,0,3,2,3,1,3,2,0,2,0,4,4,2,4,4,5,22,26,18.5
2108 南帝,202312,Current ,TSE,20231101,2022,N,資源轉化,化學,4,0,0,0,2,5,0,0,4,4,0,4,0,0,3,3,3,4,5,0,4,3,4,3,0,0,0,4,4,4,4,4,4,4,19,33,31,28.0
2208 台船,202312,Current ,TSE,20231101,2022,N,資源轉化,工業機械與物品,0,0,0,0,1,5,0,2,4,1,0,0,0,3,4,1,4,3,4,0,4,1,0,2,0,2,0,2,1,0,4,4,4,4,13,24,23,20.3
2328 廣宇,202312,Current ,TSE,20231101,2022,N,資源轉化,電氣與電子設備,0,0,5,0,2,0,0,3,4,2,0,3,0,3,3,3,3,1,5,5,3,3,2,2,0,0,0,2,2,4,4,2,4,4,16,34,24,24.6
2371 大同,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,4,0,5,0,4,5,0,3,4,3,0,4,0,3,4,3,2,4,5,0,4,3,3,3,3,4,3,2,2,4,4,3,4,4,28,35,36,33.3
2420 新巨,202312,Current ,TSE,20231101,2022,N,資源轉化,電氣與電子設備,0,0,0,0,2,5,0,3,4,2,0,0,0,0,4,2,4,3,1,0,4,3,2,2,0,0,0,2,2,4,4,4,4,4,16,23,26,22.1
2421 建準,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,0,0,0,0,1,0,0,2,4,3,0,4,0,3,4,1,2,3,1,0,3,1,1,1,3,4,3,4,2,4,4,3,4,4,10,23,36,24.3
2457 飛宏,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,0,0,0,0,4,0,0,4,4,2,5,4,0,4,4,4,3,1,4,0,3,1,4,4,4,4,4,4,4,4,4,1,4,0,19,32,37,30.1
2464 盟立,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,4,0,5,0,4,4,5,4,4,3,0,0,5,4,0,4,1,1,4,0,4,4,2,4,4,4,0,4,4,4,4,1,4,4,33,29,37,33.4
2474 可成,202312,Current ,TSE,20231101,2022,N,資源轉化,工業機械與物品,4,0,0,0,5,0,0,4,4,4,5,5,0,4,3,4,2,3,4,0,4,4,4,4,4,4,4,5,4,4,4,4,4,4,26,37,45,36.9
2478 大毅,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,0,0,0,0,4,0,0,4,4,4,0,0,0,4,2,1,4,4,4,0,0,0,0,1,0,0,4,4,4,4,4,2,4,4,16,19,31,22.9
2484 希華,202312,Current ,TSE,20231101,2022,N,資源轉化,電氣與電子設備,0,0,0,0,1,0,0,0,4,1,0,0,5,3,2,1,4,4,4,0,0,1,2,3,3,3,0,2,1,4,4,2,4,4,6,26,30,21.6
2492 華新科,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,0,0,0,0,1,0,0,2,4,2,0,4,0,0,4,1,2,3,4,0,0,2,1,1,0,0,0,0,0,4,4,4,4,4,9,21,21,17.4
2634 漢翔,202312,Current ,TSE,20231101,2022,Y,資源轉化,航空航太與國防,4,5,0,5,4,0,0,4,0,4,4,0,5,4,2,4,2,0,4,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,30,38,42,37.2
3015 全漢,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,2,3,4,0,0,2,1,2,0,2,0,2,2,4,4,4,4,4,6,15,28,17.5
3030 德律,202312,Current ,TSE,20231101,2022,N,資源轉化,電氣與電子設備,0,5,0,0,2,0,0,3,4,3,4,0,0,0,0,4,2,3,5,0,0,4,4,1,4,0,0,4,4,4,4,2,4,0,21,22,27,23.7
3078 僑威,202312,Current ,OTC,20231101,2022,N,資源轉化,電氣與電子設備,0,0,0,0,1,0,0,2,0,3,4,3,0,3,0,3,4,4,0,5,4,1,3,3,3,3,3,2,2,4,4,2,4,4,10,30,34,25.6
3167 大量,202312,Current ,TSE,20231101,2021,Y,資源轉化,工業機械與物品,4,0,0,0,2,0,0,4,0,2,0,0,5,4,4,4,1,1,1,0,0,3,4,2,0,4,4,4,4,4,4,2,4,4,12,27,36,26.1
3171 炎洲流通,202312,Current ,OTC,20231101,2021,N,資源轉化,化學,4,5,0,0,4,0,0,2,4,3,4,5,5,4,3,4,4,4,2,0,4,4,4,4,4,4,4,4,4,4,4,2,4,4,26,43,42,37.5
3230 錦明,202312,Current ,OTC,20231101,2022,N,資源轉化,工業機械與物品,4,5,5,0,4,5,0,4,0,2,0,5,5,4,2,3,1,3,1,5,4,3,4,4,4,3,4,4,4,4,4,2,4,4,29,40,41,37.1
3236 千如,202312,Current ,OTC,20231101,2022,Y,資源轉化,電氣與電子設備,4,5,0,0,4,5,0,3,4,3,4,0,5,4,0,4,4,4,2,5,4,4,3,2,4,2,4,4,4,4,4,2,4,4,32,39,38,36.5
3303 岱稜,202312,Current ,OTC,20231101,2022,Y,資源轉化,容器與包裝,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,4,0,0,2,2,2,0,2,0,2,2,4,4,4,4,0,1,17,24,15.0
3357 臺慶科,202312,Current ,OTC,20231101,2022,Y,資源轉化,電氣與電子設備,4,5,5,0,4,5,0,0,4,4,4,0,5,4,2,3,3,3,5,5,4,3,0,3,4,4,4,4,4,4,4,2,4,4,35,37,41,38.0
3376 新日興,202312,Current ,TSE,20231101,2022,Y,資源轉化,工業機械與物品,4,0,0,5,4,0,0,4,0,4,0,0,5,4,2,4,2,3,4,0,4,4,4,2,4,4,0,4,4,4,4,1,4,4,21,36,35,31.1
3430 奇鈦科,202312,Current ,OTC,20231101,2022,Y,資源轉化,化學,0,0,0,0,3,0,0,2,4,0,0,0,0,3,2,1,0,4,4,0,0,1,2,1,3,3,0,2,0,4,4,4,4,4,9,17,29,19.4
3454 晶睿,202312,Current ,TSE,20231101,2022,Y,資源轉化,電氣與電子設備,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,5,0,0,1,0,1,0,0,0,0,0,4,4,2,4,4,1,13,19,11.8
3484 崧騰,202312,Current ,OTC,20231101,2022,N,資源轉化,電氣與電子設備,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,9,20,10.7
3491 昇達科,202312,Current ,OTC,20231101,2022,N,資源轉化,電氣與電子設備,0,0,0,0,4,0,0,3,0,2,4,4,0,3,0,3,2,3,1,0,0,2,3,3,3,4,3,4,2,4,4,3,4,4,13,21,38,25.4
3597 映興,202312,Current ,OTC,20231101,2022,N,資源轉化,電氣與電子設備,5,0,0,0,4,0,0,0,0,0,0,4,5,4,0,4,1,3,4,0,0,3,3,2,4,2,0,4,4,4,4,3,4,4,9,31,35,26.0
3624 光頡,202312,Current ,OTC,20231101,2022,Y,資源轉化,電氣與電子設備,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,2,0,4,0,0,1,2,2,3,2,3,4,2,4,4,4,4,4,3,15,36,19.8
3708 上緯投控,202312,Current ,TSE,20231101,2022,Y,資源轉化,化學,4,0,5,0,3,5,0,4,0,4,0,0,0,4,4,4,4,4,1,0,4,4,3,3,4,0,0,4,4,4,4,2,4,4,25,32,33,30.3
4306 炎洲,202312,Current ,TSE,20231101,2022,N,資源轉化,化學,0,0,0,0,4,0,0,3,4,3,0,3,0,3,4,2,0,4,4,0,3,3,3,3,3,4,3,2,2,4,4,4,4,4,14,29,37,27.7
