證券代碼,年月,目前狀態,上市別,TESG評等公告日,採用永續報告書年度,採用永續報告書是否驗證,SASB主產業,SASB子產業,E_取得碳排相關ISO認證,E_加入國際倡議組織,E_認證_能源管理系統,E_發行綠債及永續債佔資產比%(不含金融業),E_GRI_能源管理揭露度,E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,E_認證_環境管理系統,E_GRI_廢棄物管理揭露度,E_GRI_生態影響揭露度,S_GRI_人權及社區關係揭露度,S_認證_資訊安全管理系統,S_GRI_資安及客戶隱私揭露度,S_認證_品質管理系統,S_GRI_員工統計揭露度,S_育嬰留停復職率%(合計),S_育嬰留停留任率%(合計),S_失能風險(三年平均),S_失能揭露,S_認證(職業安全衛生管理系統),S_GRI_員工健康及安全揭露度,S_GRI_員工多元化揭露度,G_GRI_供應鏈管理揭露度,G_GRI_氣候變遷影響揭露度,G_GRI_商業倫理揭露度,G_GRI_競爭行為揭露度,G_GRI_法遵管理揭露度,G_GRI_關鍵事件風險管理揭露度,G_3年內更換會計師事務所_換至非四大,G_3年內有非會計制度變更的財務重編,G_公司治理評鑑等級,G_董事長/總經理遭處分,G_設置永續長,E_score,S_score,G_score,Total_score
2365 昆盈,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,4,4,3,2,4,0,4,3,4,4,0,0,4,4,4,4,3,4,4,8,32,35,27.38
2367 燿華,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,5,0,0,0,3,0,0,4,0,2,0,0,0,0,3,3,2,3,1,4,0,3,3,4,4,0,0,4,4,4,4,4,4,4,14,22,36,25.4
2368 金像電,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,3,0,0,2,4,3,0,0,0,4,4,3,3,1,4,0,0,1,4,3,0,4,4,4,4,4,4,3,4,4,12,24,38,26.44
2369 菱生,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,4,0,4,0,4,0,0,3,4,3,0,4,0,3,4,3,4,4,1,0,0,3,3,3,3,4,3,2,3,4,4,4,4,4,22,29,38,30.74
2374 佳能,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,4,0,2,5,0,3,4,3,0,0,5,3,4,3,1,3,1,4,4,3,1,2,3,0,0,2,3,4,4,4,4,4,21,32,30,28.6
2376 技嘉,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,4,0,4,0,0,3,0,4,0,0,5,4,4,4,1,4,5,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,15,42,42,35.52
2377 微星,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,5,0,0,3,0,0,3,4,2,5,0,5,4,0,4,2,3,5,4,0,2,3,2,4,4,4,5,4,4,4,2,4,4,26,32,41,33.98
2379 瑞昱,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,4,0,4,0,0,4,0,4,0,0,5,4,3,4,1,4,1,0,0,1,4,2,4,3,0,4,4,4,4,3,4,4,16,27,36,27.78
2380 虹光,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,3,4,0,0,0,4,3,0,0,0,4,4,4,4,2,4,4,4,20,29,19.58
2382 廣達,202312,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,3,0,0,2,0,2,0,0,5,3,3,3,2,3,4,0,0,2,1,1,3,0,0,2,3,4,4,3,4,4,7,26,28,22.2
2383 台光電,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,4,0,0,0,0,0,0,0,0,0,5,4,0,2,3,1,4,0,4,3,2,3,4,4,4,4,4,4,4,1,0,4,8,28,36,26.24
2385 群光,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,4,0,4,0,5,3,0,4,0,4,0,4,0,4,3,3,4,0,0,4,4,4,4,4,0,4,4,4,4,1,4,4,24,30,37,31.22
2388 威盛,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,4,1,4,0,0,1,2,2,0,2,0,2,3,4,4,3,4,4,3,18,28,18.2
2392 正崴,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,4,0,0,0,0,2,0,4,0,4,3,4,3,3,1,4,0,4,3,4,4,4,0,4,4,4,4,2,4,4,6,33,38,28.42
2393 億光,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,2,3,1,0,0,1,1,1,0,0,0,2,3,4,4,4,4,4,3,12,26,15.16
2395 研華,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,0,0,0,3,0,4,5,0,0,4,0,4,4,1,5,4,0,4,3,3,4,3,4,4,4,4,4,3,4,4,12,29,41,29.48
2397 友通,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,2,0,0,2,0,3,0,0,0,4,3,4,1,4,4,0,0,2,3,2,4,0,4,4,4,4,4,3,4,4,11,25,37,26.2
2401 凌陽,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,4,4,2,4,4,0,13,18,11.78
2402 毅嘉,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,4,0,3,0,0,2,4,0,0,0,0,0,4,3,2,3,1,0,4,2,2,1,3,0,0,2,3,4,4,4,4,4,13,21,29,22.12
2404 漢唐,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,3,0,0,3,0,3,5,4,0,3,0,3,2,3,4,0,0,3,3,3,3,3,3,2,3,4,4,2,4,4,14,25,35,26.16
2405 輔信,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,0,5,0,0,4,3,0,0,0,3,3,1,2,0,4,0,0,0,0,1,0,3,0,2,3,0,4,4,4,4,12,13,25,17.32
2408 南亞科,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,4,0,4,5,0,3,4,3,0,4,0,3,3,3,3,1,1,0,0,3,3,3,3,4,3,2,3,4,4,4,4,4,23,24,38,29.08
2409 友達,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,2,3,4,0,4,0,0,0,0,0,0,0,0,4,4,4,0,4,4,16,16,13.12
2412 中華電,202312,Current ,TSE,20231101,2022,Y,科技與通訊,電訊服務,4,0,0,0,1,0,0,2,0,3,0,0,0,0,0,3,3,1,4,0,0,2,3,2,3,2,0,2,3,4,4,3,4,4,10,16,31,20.26
2417 圓剛,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,4,0,0,2,0,3,0,4,0,4,0,3,2,3,4,0,0,3,2,4,4,3,4,4,4,4,4,2,4,4,9,25,41,27.24
2419 仲琦,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,1,3,5,4,0,2,4,3,0,3,4,4,4,4,4,1,4,4,3,26,35,23.9
2423 固緯,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,4,4,4,0,0,1,2,2,0,2,0,2,3,4,4,1,4,4,2,20,26,17.96
2426 鼎元,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,0,0,0,2,5,0,3,4,2,0,0,0,0,0,3,4,4,1,0,4,2,2,1,0,3,0,4,4,4,4,2,4,4,20,20,30,23.8
2439 美律,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,2,3,4,4,0,0,0,0,2,0,4,0,4,4,4,4,2,4,4,3,20,32,20.48
2441 超豐,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,4,0,0,4,0,4,0,0,0,4,3,3,3,4,4,0,4,4,4,3,4,4,4,4,4,4,4,4,4,0,12,33,39,30.24
2449 京元電子,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,4,0,0,3,0,4,0,4,0,4,0,4,1,3,2,4,0,4,4,2,4,4,4,4,4,4,4,1,4,4,11,30,39,28.86
2451 創見,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,4,5,0,4,4,4,0,5,0,4,3,4,2,3,4,0,4,4,4,4,4,4,4,4,4,4,4,2,4,4,21,37,42,35.06
2454 聯發科,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,3,1,4,5,4,4,3,3,1,3,0,0,2,3,4,4,2,4,4,5,33,27,24.0
2455 全新,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,2,0,0,0,4,2,0,0,0,0,0,1,2,3,4,0,0,2,0,1,3,0,0,2,3,4,4,3,4,4,8,12,28,17.12
2458 義隆,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,3,4,0,0,1,1,2,0,2,0,0,0,4,4,4,4,4,1,16,24,15.44
2480 敦陽科,202312,Current ,TSE,20231101,2022,N,科技與通訊,軟體與資訊科技服務,0,0,0,0,4,5,0,4,0,4,0,4,0,4,3,4,4,3,4,0,0,4,4,4,4,4,4,4,4,4,4,1,4,4,17,34,41,32.58
2481 強茂,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,5,0,0,4,0,0,0,4,3,0,0,5,4,0,4,3,3,5,4,4,4,4,4,4,2,0,4,4,4,4,1,4,0,20,40,31,31.78
2485 兆赫,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,4,0,0,4,0,3,5,4,0,4,3,4,4,4,4,0,0,3,4,4,4,4,4,4,4,4,4,3,4,4,16,34,43,33.1
2486 一詮,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2,5,0,2,4,3,0,4,0,3,4,1,1,4,4,0,4,2,3,4,0,2,3,2,1,4,4,4,4,4,16,30,32,27.4
2488 漢平,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,0,4,0,2,5,0,4,4,4,0,4,0,4,3,3,2,3,5,4,0,3,4,3,4,0,0,5,4,4,4,1,4,4,27,35,33,32.32
2489 瑞軒,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,0,4,2,0,0,0,0,3,2,2,3,2,4,0,1,3,3,0,2,3,2,1,4,4,3,4,4,8,20,30,20.92
2495 普安,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,0,4,2,2,2,0,0,0,2,3,4,4,3,4,4,0,18,26,16.72
2498 宏達電,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,5,0,0,0,0,5,0,4,0,0,3,5,0,4,1,4,4,5,4,4,2,0,1,3,0,0,2,3,4,4,1,4,0,14,36,22,25.4
3003 健和興,202312,Current ,TSE,20231101,2021,N,科技與通訊,硬體,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,2,3,4,0,0,2,0,1,3,0,0,2,3,4,4,1,4,4,2,16,26,16.44
3005 神基,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,4,0,4,0,0,4,0,4,0,4,0,4,0,4,3,3,1,4,4,4,4,4,4,4,0,4,4,4,4,1,4,4,16,35,37,31.2
3006 晶豪科,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,0,0,3,0,0,4,0,4,0,0,0,4,0,4,3,4,1,0,0,4,4,4,4,4,4,4,4,4,4,2,4,4,11,24,42,27.72
3008 大立光,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,3,0,0,3,0,2,0,3,0,3,3,2,3,3,4,0,4,3,3,2,3,2,3,2,3,4,4,3,4,4,8,31,34,26.62
3010 華立,202312,Current ,TSE,20231101,2022,N,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,4,0,0,0,0,3,0,4,0,3,3,3,4,4,1,0,0,3,3,3,3,4,3,2,3,4,4,4,4,4,7,28,38,26.76
3013 晟銘電,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,0,0,0,4,5,0,4,4,4,0,4,5,4,0,4,1,3,1,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,25,38,43,36.78
3014 聯陽,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,4,0,0,0,4,5,0,3,4,3,0,3,0,3,3,3,3,3,5,4,0,3,2,3,3,3,0,4,3,4,4,2,4,0,23,32,30,29.08
3016 嘉晶,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,0,4,0,4,0,0,4,0,4,0,0,0,4,3,4,4,0,4,0,0,3,3,4,4,4,4,4,4,4,4,3,4,4,16,25,43,29.68
3017 奇鋐,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,5,4,0,2,5,0,0,4,2,0,3,5,0,4,1,2,3,4,0,4,0,3,1,0,2,0,2,3,4,4,2,4,4,26,29,26,27.14
3019 亞光,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,0,4,0,2,0,0,2,3,0,0,0,0,3,3,2,4,3,5,4,4,2,3,2,3,3,3,2,2,4,4,4,4,4,15,33,35,29.44
3023 信邦,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,1,2,3,3,0,3,1,0,2,3,0,0,0,0,4,4,3,4,4,4,15,24,15.78
3026 禾伸堂,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,1,2,3,4,0,3,1,2,2,3,0,0,0,1,4,4,4,4,4,6,16,26,17.4
3027 盛達,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,0,5,0,0,3,0,0,0,0,3,3,1,1,3,3,0,0,2,0,1,3,0,0,2,2,4,4,3,4,4,8,16,27,18.26
3028 增你強,202312,Current ,TSE,20231101,2022,N,科技與通訊,電子製造服務與原廠設計製造,4,5,4,0,4,5,0,2,4,0,0,5,4,4,2,4,2,3,0,4,0,4,4,4,4,4,4,5,4,4,4,1,4,4,28,36,42,36.36
3032 偉訓,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,5,4,5,3,0,5,4,3,4,0,0,5,0,3,3,3,3,3,0,4,4,3,4,0,0,0,4,4,4,4,1,4,4,37,31,29,31.68
3033 威健,202312,Current ,TSE,20231101,2022,N,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,1,0,0,2,0,2,0,0,0,0,3,3,2,3,3,4,0,2,1,1,0,0,0,2,1,4,4,4,4,4,5,21,24,18.3
3034 聯詠,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,5,5,4,0,4,5,0,4,0,4,0,0,5,4,3,3,3,3,3,0,4,4,4,4,4,3,4,4,4,4,4,1,4,4,31,36,40,36.32
3035 智原,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,5,0,0,4,0,0,4,4,3,0,0,4,4,4,3,3,3,4,0,3,3,3,4,4,3,4,4,4,4,4,3,4,4,24,34,42,34.64
3036 文曄,202312,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,4,5,4,0,4,5,0,4,4,4,0,0,4,4,4,3,3,3,5,4,3,4,3,4,4,0,0,4,4,4,4,4,4,4,34,40,36,37.04
3037 欣興,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,0,3,0,0,3,0,0,0,4,0,4,1,3,3,0,4,4,0,0,1,0,0,0,2,2,4,4,3,4,4,6,23,24,19.3
3038 全台,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,5,4,0,1,5,0,0,3,0,0,4,4,4,3,2,4,3,3,0,4,3,2,1,0,2,4,4,4,4,4,2,4,4,22,36,33,31.5
3042 晶技,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,2,0,0,3,3,3,0,4,0,3,3,2,4,3,5,4,4,2,4,3,3,4,3,4,2,4,4,4,4,4,15,38,39,32.86
3044 健鼎,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,5,4,0,0,0,0,4,3,2,0,0,4,4,2,4,3,3,3,0,3,3,4,4,0,3,0,4,4,4,4,3,4,4,22,33,34,30.74
3045 台灣大,202312,Current ,TSE,20231101,2022,Y,科技與通訊,電訊服務,4,5,0,5,2,5,0,4,3,3,0,0,0,4,4,3,2,3,3,0,3,3,3,4,0,4,4,4,4,4,4,3,4,4,31,28,39,32.9
3047 訊舟,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,0,4,0,4,4,5,4,3,4,0,4,0,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,32,41,44,39.98
3048 益登,202312,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,5,5,4,5,4,5,5,4,4,4,0,5,4,4,3,4,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,45,43,41,42.72
3049 精金,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,4,0,4,5,0,4,4,4,0,0,0,4,3,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,2,4,4,29,34,42,35.84
3050 鈺德,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,0,0,0,1,0,0,0,3,0,0,0,4,4,2,2,4,4,5,4,3,0,0,4,0,4,4,4,4,4,4,2,4,4,8,32,38,28.52
3059 華晶科,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,4,5,0,4,3,4,0,0,4,4,3,4,3,4,3,0,4,4,2,1,4,4,0,4,4,4,4,2,4,4,24,35,35,32.36
3062 建漢,202312,Current ,TSE,20231101,2022,N,科技與通訊,電訊服務,0,0,0,0,3,0,0,4,3,4,0,5,0,4,2,4,4,3,5,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,14,40,44,35.28
3081 聯亞,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,4,0,0,0,2,5,0,4,4,2,0,0,0,4,4,4,1,0,0,4,4,3,4,4,4,0,4,4,4,4,0,4,4,4,21,28,36,29.36
3083 網龍,202312,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,5,5,4,0,4,5,0,4,4,2,0,0,4,4,4,4,3,3,0,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,33,37,42,37.94
3086 華義,202312,Current ,OTC,20231101,2022,Y,科技與通訊,軟體與資訊科技服務,4,0,4,0,3,0,0,0,4,0,0,0,0,0,2,3,3,3,5,4,3,3,0,4,4,0,0,4,4,4,4,3,4,4,15,26,35,26.78
3088 艾訊,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,3,0,0,3,3,3,0,0,0,3,3,3,4,1,3,0,0,2,3,3,3,3,3,2,2,4,4,4,4,4,12,22,36,24.92
3090 日電貿,202312,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,0,0,4,0,1,0,0,4,3,4,0,0,0,0,4,4,4,1,4,4,4,4,3,3,4,2,0,4,4,4,4,3,4,4,16,32,36,29.68
3094 聯傑,202312,Current ,TSE,20231101,2022,N,科技與通訊,半導體,0,5,4,0,4,0,0,4,4,4,5,4,4,4,2,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,30,42,42,39.12
3105 穩懋,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,4,5,4,0,5,5,0,4,3,2,5,4,4,4,3,4,4,3,3,0,3,4,4,4,4,4,0,5,4,4,4,3,4,4,37,40,40,39.28
3130 一零四,202312,Current ,TSE,20231101,2022,N,科技與通訊,互聯網媒體與服務,0,0,4,0,4,0,0,4,3,4,0,0,4,0,0,2,4,3,0,4,4,3,0,4,0,3,4,4,4,4,4,4,4,4,19,24,39,28.5
3131 弘塑,202312,Current ,OTC,20231101,2021,N,科技與通訊,半導體,4,0,4,0,2,0,0,3,4,3,0,0,0,3,4,1,2,3,5,4,3,2,2,2,3,0,0,2,2,4,4,4,4,4,20,29,29,26.84
3138 耀登,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,5,4,0,4,0,0,4,4,4,0,0,4,4,4,4,3,3,3,0,4,4,0,4,4,4,0,4,4,4,4,2,4,4,29,33,38,33.94
3149 正達,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,5,5,4,0,4,4,5,0,4,0,0,4,5,4,3,4,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,31,43,42,39.74
3152 璟德,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,0,0,0,2,0,0,0,3,4,0,0,4,4,4,3,3,3,5,4,0,4,4,3,4,3,0,4,4,4,4,3,4,4,13,38,37,31.62
3189 景碩,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,3,0,0,4,3,4,0,4,0,4,3,4,4,4,3,4,3,3,3,4,0,4,4,4,4,4,4,2,4,4,18,39,38,33.58
3206 志豐,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,1,2,3,3,0,0,1,0,1,0,0,0,2,0,4,4,4,4,4,7,10,23,14.22
3209 全科,202312,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,5,0,0,0,4,0,0,0,4,3,0,0,0,0,3,2,1,4,5,0,0,1,0,1,3,0,0,2,2,4,4,4,4,4,16,16,28,20.56
3211 順達,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,5,4,0,0,4,0,0,4,4,0,0,0,0,3,3,1,1,3,0,4,3,4,2,4,0,0,4,4,4,4,4,4,4,25,22,34,27.28
3224 三顧,202312,Current ,OTC,20231101,2022,N,科技與通訊,電子製造服務與原廠設計製造,0,5,4,0,3,5,0,4,3,4,0,0,4,0,4,2,2,3,5,4,0,3,2,4,0,0,0,4,4,4,4,4,4,4,28,29,32,29.9
3227 原相,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,4,0,0,0,4,5,0,2,0,3,5,4,0,3,4,3,1,1,0,4,4,1,3,3,3,3,3,4,2,4,4,4,4,4,23,28,38,30.6
3231 緯創,202312,Current ,TSE,20231101,2022,Y,科技與通訊,電子製造服務與原廠設計製造,0,0,0,0,2,0,0,2,3,3,0,4,4,0,4,3,3,3,4,0,0,2,3,2,0,3,3,2,2,4,4,4,4,4,10,30,32,25.96
3260 威剛,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,4,0,0,0,3,0,0,4,4,4,0,0,0,0,3,4,3,3,3,0,3,4,4,2,0,0,0,4,4,4,4,4,4,4,19,27,30,26.22
3264 欣銓,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,4,5,4,0,0,0,0,0,4,0,0,0,4,0,4,3,4,4,3,4,3,2,4,1,0,2,0,4,4,4,4,3,4,4,17,35,30,28.78
3272 東碩,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,0,0,0,4,5,0,4,3,4,0,0,0,4,3,4,3,4,3,0,3,3,4,4,4,4,4,4,4,4,4,2,4,4,24,31,42,33.5
3293 鈊象,202312,Current ,OTC,20231101,2022,N,科技與通訊,軟體與資訊科技服務,0,0,0,0,2,0,0,0,3,3,0,4,4,3,3,3,4,4,3,4,3,2,2,2,3,3,3,2,2,4,4,4,4,4,8,39,35,30.04
3294 英濟,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,5,4,0,4,0,0,4,4,4,0,5,4,4,4,3,3,3,5,4,3,4,4,4,4,3,4,4,4,4,4,2,4,4,29,46,41,40.02
3323 加百裕,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,0,0,0,2,0,0,0,3,4,0,0,0,4,0,3,3,4,1,4,3,4,3,3,0,4,0,4,4,4,4,2,4,4,13,29,33,26.68
3324 雙鴻,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,4,5,4,0,2,3,0,2,3,3,0,0,0,4,0,3,4,3,4,4,4,3,2,3,4,0,0,4,4,4,4,2,4,4,26,31,33,30.56
3374 精材,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,3,0,0,2,3,3,0,0,0,0,3,3,4,4,4,0,0,4,3,4,4,0,0,4,4,4,4,4,4,4,11,25,36,25.82
3380 明泰,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,5,4,0,4,4,0,0,4,0,0,0,0,0,4,4,4,1,3,0,4,4,3,2,4,4,4,4,4,4,4,3,4,4,25,27,41,31.84
3388 崇越電,202312,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,4,5,4,0,4,4,0,0,4,4,0,0,4,0,3,4,2,3,3,0,4,3,0,1,0,0,0,4,4,4,4,3,4,4,29,26,28,27.48
3413 京鼎,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,5,4,0,1,0,0,2,3,2,0,0,4,0,2,3,2,3,0,4,4,3,3,4,4,0,0,4,0,4,4,1,4,4,21,28,29,26.7
3416 融程電,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,0,0,0,3,0,0,3,4,4,0,0,0,4,3,3,4,3,3,4,0,4,4,4,4,2,0,5,4,4,4,4,4,0,18,32,35,29.78
3443 創意,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,0,0,4,0,0,3,4,3,5,4,0,3,2,3,4,4,0,4,4,2,4,3,3,3,3,2,2,4,0,3,4,4,19,34,31,29.26
3447 展達,202312,Current ,TSE,20231101,2020,Y,科技與通訊,硬體,4,0,4,0,2,5,0,2,0,2,0,0,0,3,4,1,2,3,5,4,3,2,1,2,0,0,0,2,2,4,4,4,4,4,19,28,26,25.08
3479 安勤,202312,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,5,0,0,2,0,0,4,0,0,0,4,0,0,3,3,2,3,3,0,3,3,2,4,4,0,4,4,4,4,4,4,4,4,11,26,40,27.72
3481 群創,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,2,0,0,4,4,3,0,0,0,4,3,3,1,4,4,0,0,3,4,3,4,0,4,4,4,4,4,4,4,4,13,26,39,27.82
3504 揚明光,202312,Current ,TSE,20231101,2022,N,科技與通訊,硬體,4,5,4,0,4,5,0,4,3,4,0,4,4,4,4,4,3,3,0,4,4,4,4,4,0,4,4,4,4,4,4,1,4,4,33,42,37,37.94
3515 華擎,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,5,4,0,4,5,5,4,3,4,0,4,0,4,2,4,2,3,3,0,3,4,4,4,4,4,4,4,4,4,4,1,4,0,38,33,37,35.72
3529 力旺,202312,Current ,OTC,20231101,2022,N,科技與通訊,半導體,4,5,5,5,0,3,5,0,3,0,0,0,5,4,0,3,4,3,3,0,3,0,4,4,0,4,0,4,4,4,4,1,4,4,30,29,33,30.76
3532 台勝科,202312,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,4,0,0,0,4,0,0,4,3,4,5,4,0,4,2,4,1,0,3,0,3,4,4,4,4,4,4,5,4,4,4,4,4,4,24,29,45,33.88
3533 嘉澤,202312,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,4,0,0,0,2,0,0,4,0,4,5,5,4,4,2,4,4,4,3,0,0,4,4,4,4,4,4,4,4,4,4,3,4,4,19,38,43,35.34
