證券代碼,年月,目前狀態,上市別,TESG評等公告日,採用永續報告書年度,採用永續報告書是否驗證,SASB主產業,SASB子產業,E_取得碳排相關ISO認證,E_加入國際倡議組織,E_認證_能源管理系統,E_發行綠債及永續債佔資產比%(不含金融業),E_GRI_能源管理揭露度,E_用水回收率%,E_取得用水相關國際認證,E_GRI_用水及廢水管理揭露度,E_認證_環境管理系統,E_GRI_廢棄物管理揭露度,E_GRI_生態影響揭露度,S_GRI_人權及社區關係揭露度,S_認證_資訊安全管理系統,S_GRI_資安及客戶隱私揭露度,S_認證_品質管理系統,S_GRI_員工統計揭露度,S_育嬰留停復職率%(合計),S_育嬰留停留任率%(合計),S_失能風險(三年平均),S_失能揭露(Y/N),S_失能揭露,S_認證(職業安全衛生管理系統),S_GRI_員工健康及安全揭露度,S_GRI_員工多元化揭露度,G_GRI_供應鏈管理揭露度,G_GRI_氣候變遷影響揭露度,G_GRI_商業倫理揭露度,G_GRI_競爭行為揭露度,G_GRI_法遵管理揭露度,G_GRI_關鍵事件風險管理揭露度,G_3年內更換會計師事務所_換至非四大(Y/N),G_3年內更換會計師事務所_換至非四大,G_3年內有非會計制度變更的財務重編(Y/N),G_3年內有非會計制度變更的財務重編,G_公司治理評鑑等級,G_董事長/總經理遭處分(Y/N),G_董事長/總經理遭處分,G_設置永續長(Y/N),G_設置永續長
8215 明基材,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,硬體,3,0,1,0,3,0,0,5,1,5,0,0,1,1,2.5,5,66.67,100,0.21,Y,1,2,11,5,2,0,2,0,2,3,N,1,N,1,2,N,1,Y,1
8234 新漢,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,硬體,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,71.43,50,0.04,N,0,1,2,0,5,1,3,0,1,3,N,1,N,1,2,N,1,Y,1
8255 朋程,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,1,0,2,0,0,21,0,3,1,3,0,0,0,0,1,4,75,100,0.04,N,0,2,2,3,3,0,0,0,2,3,N,1,N,1,1,N,1,Y,1
8271 宇瞻,202312  ,Current ,TSE,20231101,2022,Y,科技與通訊,半導體,0,0,1,0,5,0,0,0,1,0,0,0,0,1,1.5,6,57.14,0,0.04,N,0,2,12,0,4,0,0,0,1,3,N,1,N,1,2,N,1,Y,1
8299 群聯,202312  ,Current ,OTC,20231101,2022,Y,科技與通訊,半導體,1,0,0,0,4,0,0,0,1,0,0,0,0,1,1,5,90,100,0.06,Y,1,1,3,3,5,0,2,1,1,3,N,1,N,1,1,Y,0,Y,1
8358 金居,202312  ,Current ,OTC,20231101,2022,N,科技與通訊,硬體,0,0,1,0,3,0,0,2,2,1.5,0,0,0,0.5,1.5,3,60,66.67,0.64,Y,1,1,6,2,1.5,0.5,1,0.5,0.5,1.5,N,1,N,1,3,N,1,Y,1
8383 千附,202312  ,Current ,OTC,20231101,2021,N,科技與通訊,半導體,0,0,0,0,2,0,0,0.5,1,1.5,0,0,0,0.5,0.5,1,33.33,66.67,0.04,N,0,1,4.5,0.5,1,0.5,1,0,0,0,N,1,Y,0,3,N,1,Y,1
1201 味全,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,無酒精飲料,1,0,2,0,4,0,0,5,1,5,0,2,0,0,0,2,100,80,2.9,Y,1,2,0,2,6,1,2,1,1,3,N,1,N,1,4,N,1,Y,1
1203 味王,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,加工食品,0,0,0,0,3,0,0,4,0,5,0,1,0,1,1.5,4,100,66.67,0.7,N,0,1,9,3,4,1,1,0,2,3,N,1,N,1,6,Y,0,Y,1
1210 大成,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,0,0,0,0,3,0,0,4,0,4,0,0,0,0,1.5,4,52.48,59.03,0.65,N,0,0,8,1,6,1,2,1,1,0,N,1,N,1,5,N,1,Y,1
1213 大飲,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,無酒精飲料,0,0,0,0,4,0,0,5,0,5,0,0,0,1,0.5,6,52.48,59.03,0.7,N,0,0,12,5,6,1,1,1,1,3,N,1,N,1,7,N,1,Y,1
1215 卜蜂,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,肉品、家禽與乳製品,0,0,0,0,5,0,0,5,0,5,0,1,0,1,0.5,4,100,100,7.94,Y,1,0,9,4,3,1,0,0,1,3,N,1,N,1,5,N,1,Y,1
1216 統一,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,無酒精飲料,2,0,0,0,5,0,0,5,1,5,0,1,1,0,0.5,5,52.48,59.03,0.19,Y,1,2,11,1,3,1,1,0,1,3,N,1,N,1,2,N,1,N,0
1217 愛之味,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,無酒精飲料,0,0,0,0,7,0,0,5,0,5,0,2,0,1,1,6,50,100,0.63,N,0,0,12,5,8,1,6,1,1,3,N,1,N,1,5,N,1,Y,1
1218 泰山,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,1,0,0,0,4,0,0,5,0,5,0,0,0,1,2,5,66.67,59.03,0.7,N,0,0,10,6,7,1,6,1,1,3,N,1,N,1,5,N,1,Y,1
1219 福壽,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,3,0,1,0,5,12.19,0,5,0,5,0,0,0,0,2.5,6,75,100,2.92,Y,1,1,12,3,4,1,0,1,2,3,N,1,N,1,3,N,1,Y,1
1220 台榮,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,0,0,0,0,7,4.49,0,5,0,5,4,4,0,1,0.5,6,100,59.03,0.7,N,0,0,12,6,9,1,6,1,1,3,N,1,N,1,7,N,1,Y,1
1225 福懋油,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,0,0,0,0,2,0,0,3,0,3,0,0,0,1,2.5,5,100,0,0.7,N,0,0,9,4,6,1,3,1,1,3,N,1,N,1,5,N,1,Y,1
1227 佳格,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,加工食品,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,6,71.43,100,0.68,Y,1,3,1,1,7,1,0,0,1,3,N,1,N,1,3,N,1,Y,1
1229 聯華,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,1,0,0,0,8,0,0,5,0,5,0,2,1,1,2.5,6,66.67,100,0.7,N,0,0,12,6,7,1,3,1,1,3,N,1,N,1,3,N,1,Y,1
1231 聯華食,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,加工食品,0,0,2,0,3,9.16,0,5,0,5,0,0,0,0,0,5,66.67,77.78,0.15,N,0,2,11,2,3,0,1,1,1,3,N,1,N,1,4,N,1,Y,1
1232 大統益,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,1,0,0,0,2,0,0,5,1,5,0,1,0,1,0.5,4,52.48,59.03,1.57,Y,1,3,11,3,5,1,1,1,1,3,N,1,N,1,4,N,1,Y,1
1233 天仁,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,6,73.33,72.73,0.7,N,0,0,12,5,7,1,2,0,1,3,N,1,N,1,3,N,1,Y,1
1234 黑松,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,無酒精飲料,5,0,1,0,3,19,0,3,0,3,0,0,0,1,0.5,5,100,59.03,0.11,Y,1,0,9,2,4,0,0,0,1,3,N,1,N,1,2,N,1,Y,1
1235 興泰,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,0,0,0,0,5,0,0,5,0,5,0,0,0,1,1.5,3,52.48,59.03,0.7,N,0,0,12,3,5,0,1,1,1,0,Y,0,N,1,7,Y,0,Y,1
1236 宏亞,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,加工食品,0,0,1,0,4,0,0,5,1,0,0,0,0,1,0.5,2,40,59.03,0.7,N,0,2,10,3,5,0,3,0,1,3,N,1,N,1,4,N,1,Y,1
1256 鮮活果汁-KY,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,無酒精飲料,0,0,0,0,4,0,0,2,1,2,0,0,0,1,0.5,5,52.48,59.03,5.43,Y,1,0,10,4,4,0,2,1,1,3,N,1,N,1,5,N,1,Y,1
1259 安心,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,2,0,8,0,0,5,0,5,4,2,0,1,1,6,46.15,60,0.79,Y,1,0,11,6,9,1,3,0,1,3,N,1,N,1,2,N,1,Y,1
1264 德麥,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,加工食品,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,0,2,52.48,59.03,0.7,N,0,0,1,2,6,0,1,1,1,0,N,1,N,1,5,N,1,Y,1
1268 漢來美食,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,5,50,100,0.7,N,0,1,11,3,6,1,1,0,1,3,N,1,N,1,2,N,1,Y,1
1702 南僑,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,農產品,2,0,1,0,3,0,0,5,1,5,1,1,0,1,1,6,100,100,0.7,N,0,1,12,6,6,1,3,1,1,3,N,1,N,1,3,N,1,Y,1
1737 臺鹽,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,加工食品,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3,84.62,100,0.7,N,0,0,10,1,1,0,1,0,2,3,N,1,N,1,4,N,1,Y,1
2723 美食-KY,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52.48,59.03,0.7,N,0,0,1,2,4,0,3,0,1,0,N,1,N,1,4,N,1,Y,1
2727 王品,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,3,52.48,74.29,5.28,Y,1,0,4,5,6,0,1,1,2,3,N,1,N,1,5,N,1,Y,1
2729 瓦城,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,4,58.06,50,43.13,Y,1,0,3,2,6,0,1,0,1,3,N,1,N,1,4,N,1,Y,1
2732 六角,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,4,0,0,5,0,5,0,1,0,1,0,5,100,0,1.24,N,0,0,11,5,7,1,6,0,1,3,N,1,N,1,6,N,1,Y,1
2740 天蔥,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,52.48,59.03,0.11,Y,1,0,2,1,5,0,0,0,1,0,N,1,N,1,7,N,1,Y,1
2752 豆府,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,5,60,80,0.7,N,0,0,4,0,3,1,3,0,1,3,N,1,N,1,6,N,1,Y,1
2753 八方雲集,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,4,50,80,0.7,N,0,0,3,5,2,1,6,0,1,3,N,1,N,1,5,N,1,Y,1
2754 亞洲藏壽司,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,100,0.67,Y,1,0,7,2,5,0,0,0,1,3,N,1,N,1,5,N,1,Y,1
2755 揚秦,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,5,25,50,1.8,Y,1,0,12,3,3,0,2,1,1,3,N,1,N,1,2,N,1,Y,1
2912 統一超,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,食品零售商與配銷商,2,1,2,0,5,0,0,0,0,5,0,0,1,1,1,5,68.09,84.62,0.5,Y,1,1,12,2,6,0,1,0,1,3,N,1,N,1,1,N,1,Y,1
2945 三商家購,202312  ,Current ,TSE,20231101,2022,N,食品與飲料,食品零售商與配銷商,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.62,42.86,1.03,N,0,0,0,0,0,0,0,0,0,0,N,1,N,1,5,N,1,Y,1
3205 佰研,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,肉品、家禽與乳製品,0,0,0,0,3,0,0,2,0,2,0,1,0,0,0,3,100,59.03,0.2,N,0,0,3,1,5,0,0,0,1,0,N,1,N,1,5,N,1,Y,1
3522 御嵿,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,3,0,0,0,0,2,0,1,0,1,1,4,52.48,59.03,0.7,N,0,0,2,1,2,1,0,0,0,0,N,1,N,1,7,N,1,Y,1
4205 中華食,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,加工食品,0,0,0,0,3,3.88,0,5,0,5,0,1,0,0,0,6,100,100,0.02,N,0,0,12,3,3,1,0,0,1,3,N,1,N,1,7,N,1,Y,1
4207 環泰,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,加工食品,2,0,0,0,3,27.49,0,5,0,5,0,0,0,1,0.5,4,100,100,0.05,Y,1,0,4,2,6,1,2,0,1,3,N,1,N,1,2,N,1,Y,1
4419 皇家美食,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,100,100,0.7,N,0,0,2,0,2,0,0,0,1,3,N,1,N,1,7,N,1,Y,1
4530 宏易,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52.48,59.03,0.7,N,0,0,10,0,2,0,0,0,1,3,Y,0,N,1,7,N,1,Y,1
5903 全家,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,食品零售商與配銷商,0,0,0,0,5,0,0,0,0,1,0,1,1,1,0,5,61.11,58.06,0.57,Y,1,0,10,3,7,1,0,0,2,3,N,1,N,1,2,N,1,Y,1
8436 大江,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,無酒精飲料,1,2,1,0,5,0,0,0,1,1,0,0,0,1,1,3,27.27,71,0.7,N,0,1,6,3,4,1,1,1,1,3,N,1,N,1,1,N,1,Y,1
8905 裕國,202312  ,Current ,OTC,20231101,2022,Y,食品與飲料,肉品、家禽與乳製品,0,0,0,0,2,0,0,3,0,3,0,0,0,1,0,5,100,59.03,0.6,N,0,0,10,4,4,0,1,0,2,3,N,1,N,1,5,N,1,Y,1
8940 新天地,202312  ,Current ,TSE,20231101,2022,Y,食品與飲料,餐飲,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,5,50,100,0.7,N,0,0,4,2,2,0,0,0,1,3,N,1,N,1,7,N,1,Y,1
1307 三芳,202312  ,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,1,0,0,0,1.5,0,0,2,0,1,0,0,0,0,1.5,2,65,76.92,0.75,N,0,0,0,0,0.5,0.5,0,0,0.5,1.5,N,1,N,1,3,N,1,Y,1
1402 遠東新,202312  ,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,3,2,1,1.9595,7,0.34,1,5,1,5,4,2,1,0,1.5,3,96.43,73,0.75,N,0,2,12,1,5,1,6,1,1,3,N,1,N,1,1,N,1,Y,1
1409 新纖,202312  ,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,1,1,2,0,3,18.94,0,3,1,3,0,0,0,1,0,6,100,100,0.12,N,0,1,12,4,7,1,2,1,1,3,N,1,N,1,5,N,1,Y,1
1413 宏洲,202312  ,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,0,0,0,0,4,0,0,2.5,1,2.5,2,1,0,0.5,0.5,3,65,76.92,2.9,N,0,0,6,3,4.5,0.5,3,0.5,0.5,1.5,N,1,N,1,6,N,1,Y,1
1414 東和,202312  ,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,1,0,0,0,3.5,0,0,2.5,0,2.5,0,1,0,0.5,1.5,3,65,76.92,0.75,N,0,4,6,3,4.5,0.5,3,0.5,0.5,1.5,N,1,N,1,7,N,1,Y,1
1419 新紡,202312  ,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,0,0,0,0,1.5,0,0,0,1,2.5,0,0,0,0,0,3,65,76.92,0.33,N,0,1,6,0.5,2.5,0.5,0,0,0.5,1.5,N,1,N,1,4,N,1,Y,1
1434 福懋,202312  ,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,3,2,2,0,3,26.02,1,5,1,0,0,0,0,1,1.5,2,65,76.92,0.74,N,0,2,10,0,1,0,0,0,1,3,N,1,N,1,2,N,1,Y,1
1440 南紡,202312  ,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,2,0,1,0,5,0,0,0,2,5,0,0,0,0,0.5,5,100,0,0.75,N,0,2,12,2,2,1,0,1,1,3,N,1,N,1,3,N,1,Y,1
1444 力麗,202312  ,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,1,1,0,0,2.5,0,0,1,1,2,0,0.5,0,0,0.5,2,100,0,0.3,Y,1,2,1.5,2.5,2,0.5,1,0,0.5,1,N,1,N,1,6,N,1,Y,1
1447 力鵬,202312  ,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,1,0,2,0,2,6.73,0,1,1,1.5,0,0.5,0,0,0.5,2,100,0,1.1,Y,1,2,1.5,2.5,1.5,0.5,0.5,0,0,0,N,1,N,1,6,N,1,Y,1
1451 年興,202312  ,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,1,0,0,0,1.5,31.25,0,2.5,0,1.5,0,0,0,0,0,2,83.33,100,0.56,N,0,0,5.5,1.5,2.5,0.5,2.5,0.5,0.5,1.5,N,1,N,1,5,N,1,Y,1
1455 集盛,202312  ,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,4,0,0,0,1,0,0,0,1,1,0,0,0,0,2.5,3,65,76.92,0.68,Y,1,1,9,1,2,1,0,0,1,3,N,1,N,1,3,N,1,Y,1
1457 宜進,202312  ,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,0,0,0,0,4,0,0,2.5,1,2.5,2,1,0,0.5,1,3,65,76.92,0.12,N,0,0,6,3,4.5,0.5,3,0.5,0.5,1.5,N,1,N,1,4,N,1,Y,1
1459 聯發,202312  ,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,76.92,0.68,Y,1,0,0,0,0,0,0,0,0,0,N,1,N,1,7,N,1,Y,1
1460 宏遠,202312  ,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,5,0,2,0,6,32.39,0,0,0,0,0,0,0,1,3.5,3,38.46,71.43,0.75,N,0,1,12,0,1,0,1,0,1,3,N,1,N,1,3,N,1,Y,1
1464 得力,202312  ,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,1,0,0,0,8,0,0,5,1,5,0,2,0,1,0,6,100,50,0.56,N,0,0,12,6,9,1,3,1,1,3,N,1,N,1,7,N,1,Y,1
1466 聚隆,202312  ,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,1,0,1,0,1.5,9.2,0,0,0,0,0,0,0,0,2.5,2,100,100,0.93,Y,1,1,2.5,2,1,0,0,0,0.5,0,N,1,N,1,4,N,1,Y,1
1467 南緯,202312  ,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,1,0,0,0,3,5.1,0,3,1,4,0,0,0,0,0,6,100,100,0.75,N,0,1,10,4,6,1,3,0,1,3,N,1,N,1,3,N,1,Y,1
1473 台南,202312  ,Current ,TSE,20231101,2022,N,消費品,服飾、配件與鞋類,0,0,0,0,0,0,0,1.5,0,1.5,0,0,0,0,0,2.5,65,76.92,0.75,N,0,0,1,1,1.5,0.5,0,0,0.5,1.5,N,1,N,1,4,N,1,Y,1
1476 儒鴻,202312  ,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,1,0,2,0,5,9.19,0,2,0,2,0,0,0,0,0,5,100,100,0.75,N,0,2,12,3,5,0,4,1,1,3,N,1,N,1,2,N,1,N,0
1477 聚陽,202312  ,Current ,TSE,20231101,2022,Y,消費品,服飾、配件與鞋類,1,0,0,0,3,0,1,3,0,1,0,1,1,1,1,4,92.31,100,0.75,N,0,0,12,5,7,0,1,0,1,3,N,1,N,1,1,N,1,Y,1
1515 力山,202312  ,Current ,TSE,20231101,2022,Y,消費品,玩具及體育商品,2,0,0,0,5,0,0,4,1,4,0,2,0,1,1.5,6,89.47,100,0.56,N,0,0,12,6,5,1,6,1,1,3,N,1,N,1,6,N,1,Y,1
1517 利奇,202312  ,Current ,TSE,20231101,2022,N,消費品,玩具及體育商品,0,0,0,0,4,0,0,1.5,1,1.5,0,0,0,0,1.5,2.5,100,76.92,0.79,Y,1,2,0,0,2,0,0,0,0.5,1.5,N,1,N,1,5,N,1,Y,1
1526 日馳,202312  ,Current ,TSE,20231101,2022,N,消費品,玩具及體育商品,0,0,0,0,1,0,0,0.5,1,1.5,0,0,0,0,1,2,100,76.92,0.01,Y,1,0,5.5,2,0.5,0,0,0,0.5,0.5,N,1,N,1,6,N,1,Y,1
1527 鑽全,202312  ,Current ,TSE,20231101,2022,N,消費品,電器製造,1,0,0,0,2.5,0,0,0,1,2.5,0,0,0,0,2.5,3,87.5,100,1.79,Y,1,0,6,0,0.5,0.5,0,0,0.5,1.5,N,1,N,1,7,N,1,Y,1
1558 伸興,202312  ,Current ,TSE,20231101,2021,Y,消費品,電器製造,0,0,2,0,2,0,0,4,1,5,0,2,0,0,2.5,1,100,100,0.75,N,0,2,12,0,4,0,2,0,1,1,N,1,N,1,2,N,1,Y,1
1598 岱宇,202312  ,Current ,TSE,20231101,2022,Y,消費品,玩具及體育商品,1,0,0,0,2,0,0,4,1,4,0,0,0,1,1.5,4,77.78,100,0.75,N,0,1,10,2,5,0,3,1,1,1,N,1,N,1,2,N,1,Y,1
1604 聲寶,202312  ,Current ,TSE,20231101,2022,N,消費品,電器製造,0,0,1,0,3.5,0,0,1,1,2.5,0,1,0,0.5,0,3,66.67,100,0.38,N,0,1,6,2.5,4,0.5,1,0,0.5,1.5,N,1,N,1,6,N,1,Y,1
1614 三洋電,202312  ,Current ,TSE,20231101,2022,N,消費品,電器製造,0,0,0,0,3.5,0,0,2.5,1,1.5,0,0.5,0,0.5,1.5,3,50,100,0.38,N,0,0,6,3,4.5,0.5,1.5,0.5,0.5,1.5,N,1,N,1,7,N,1,Y,1
1626 艾美特-KY,202312  ,Current ,TSE,20231101,2022,N,消費品,電器製造,0,0,0,0,0.5,0,0,1,1,0.5,0,0,0,0,1.5,2,65,76.92,0.75,N,0,1,2,2,2,0,1.5,0.5,0.5,1.5,N,1,N,1,5,N,1,Y,1
1730 花仙子,202312  ,Current ,TSE,20231101,2022,Y,消費品,家用與個人產品,0,0,0,0,0,0,0,5,0,5,0,0,0,1,1.5,6,100,76.92,0.73,Y,1,0,12,2,6,1,0,0,1,3,N,1,N,1,4,N,1,Y,1
1732 毛寶,202312  ,Current ,TSE,20231101,2022,Y,消費品,家用與個人產品,3,0,0,0,3,0,0,3,0,1,0,0,0,0,0.5,3,65,76.92,0.01,Y,1,0,11,2,5,1,0,0,1,3,N,1,N,1,6,N,1,Y,1
1736 喬山,202312  ,Current ,TSE,20231101,2022,Y,消費品,玩具及體育商品,0,0,0,0,3,0,0,1,1,2,0,0,0,1,1.5,4,88.24,50,0.75,N,0,0,2,4,4,0,4,1,1,3,N,1,N,1,5,N,1,Y,1
1806 冠軍,202312  ,Current ,TSE,20231101,2022,N,消費品,裝潢材料與家具,1,0,1,0,4,0,0,2.5,1,2.5,0,1,0,0.5,1.5,3,100,100,0.33,N,0,0,6,3,4.5,0.5,3,0.5,0.5,1.5,N,1,N,1,6,N,1,Y,1
1810 和成,202312  ,Current ,TSE,20231101,2022,N,消費品,裝潢材料與家具,0,0,1,0,2,9.08,0,2.5,1,2.5,0,0,2,0.5,2.5,3,60,83.33,0.15,Y,1,1,6,0.5,2.5,0.5,0,0,0.5,1.5,N,1,N,1,6,N,1,Y,1
2062 橋椿,202312  ,Current ,TSE,20231101,2022,Y,消費品,裝潢材料與家具,0,0,1,0,4,0,0,2,0,5,0,0,4,1,3.5,5,38.1,100,16.86,Y,1,2,9,4,8,1,2,1,1,3,N,1,N,1,5,N,1,Y,1
2347 聯強,202312  ,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,1,1,0,0,3,0,0,2,1,1,1,0,2,1,0,6,65,90.91,2.59,Y,1,0,4,2,2,1,5,1,2,3,N,1,N,1,3,N,1,Y,1
2373 震旦行,202312  ,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,0,0,2,0,6,0,0,5,0,5,0,0,1,1,0.5,5,60,100,0.38,N,0,0,1,4,2,1,2,0,1,3,N,1,N,1,5,N,1,Y,1
2450 神腦,202312  ,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,5,58.51,77.94,0.75,N,0,0,0,4,3,0,0,0,1,3,N,1,N,1,3,N,1,Y,1
2601 益航,202312  ,Current ,TSE,20231101,2022,N,消費品,多線和專業零售商與配銷商,0,0,0,0,2.5,0,0,0.5,0,0.5,0,0,1,0.5,0.5,3,65,76.92,0.75,N,0,0,5.5,0.5,0.5,0.5,0,0,0.5,1.5,N,1,N,1,4,N,1,Y,1
2614 東森,202312  ,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,66.67,62.5,0.75,N,0,1,9,1,4,1,3,1,1,3,N,1,N,1,2,Y,0,Y,1
2903 遠百,202312  ,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,1,0,1,0,4,0,1,2,0,5,0,1,0,1,0,6,75,77.78,0.75,N,0,0,12,5,9,1,3,0,1,3,N,1,N,1,2,N,1,Y,1
2906 高林,202312  ,Current ,TSE,20231101,2022,N,消費品,多線和專業零售商與配銷商,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0.5,0,3,100,50,0.75,N,0,0,1,1.5,2,0,1,0,0.5,1.5,N,1,N,1,5,N,1,Y,1
2908 特力,202312  ,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,0,0,0,0,5,0,0,0,0,1,0,2,0,1,1,6,71.21,96.43,0.01,Y,1,0,12,3,6,1,5,0,1,3,N,1,N,1,3,N,1,Y,1
2910 統領,202312  ,Current ,TSE,20231101,2022,N,消費品,多線和專業零售商與配銷商,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0.5,0,1.5,65,76.92,0.33,N,0,0,1,0.5,1.5,0,0,0,0.5,1.5,N,1,N,1,7,N,1,Y,1
2913 農林,202312  ,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,0,0,0,0,0,0,0,2,0,5,2,0,0,1,0,6,100,66.67,2.21,Y,1,0,12,3,3,1,2,1,1,3,N,1,N,1,4,N,1,Y,1
2915 潤泰全,202312  ,Current ,TSE,20231101,2022,Y,消費品,多線和專業零售商與配銷商,1,0,0,0,2,0,0,1,0,3,0,0,0,1,0.5,5,62.5,100,0.75,N,0,0,4,2,2,1,0,1,1,3,N,1,N,1,5,N,1,Y,1
